path,change_class,matches_upstream_blob,matches_fork_blob,resolution
backend/internal/service/openai_response_model_rewrite_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/openai_responses_item_id.go,upstream-only,yes,no,exact upstream
backend/internal/service/openai_responses_item_id_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/openai_responses_tool_schema.go,upstream-only,yes,no,exact upstream
backend/internal/service/openai_responses_tool_schema_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/openai_scheduling_rate_fallback_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/openai_upstream_transport_error.go,upstream-only,yes,no,exact upstream
backend/internal/service/openai_visible_ttft_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/openai_ws_forwarder_ingress_execution_scope_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/openai_ws_http_bridge.go,upstream-only,yes,no,exact upstream
backend/internal/service/openai_ws_http_bridge_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/opencode_go.go,upstream-only,yes,no,exact upstream
backend/internal/service/opencode_go_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/opencode_go_usage.go,upstream-only,yes,no,exact upstream
backend/internal/service/opencode_go_usage_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/ops_log_runtime.go,upstream-only,yes,no,exact upstream
backend/internal/service/ops_settings_models.go,upstream-only,yes,no,exact upstream
backend/internal/service/payment_config_service_test.go,fork-only,no,yes,retained fork
backend/internal/service/payment_fulfillment.go,fork-only,no,yes,retained fork
backend/internal/service/payment_fulfillment_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/payment_refund.go,fork-only,no,yes,retained fork
backend/internal/service/payment_refund_precision_test.go,fork-only,no,yes,retained fork
backend/internal/service/payment_service.go,fork-only,no,yes,retained fork
backend/internal/service/payment_welfare_completion_test.go,fork-only,no,yes,retained fork
backend/internal/service/payment_welfare_refund_test.go,fork-only,no,yes,retained fork
backend/internal/service/plugin_host_services.go,upstream-only,yes,no,exact upstream
backend/internal/service/plugin_host_services_broker_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/plugin_host_services_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/plugin_manager.go,upstream-only,yes,no,exact upstream
backend/internal/service/pricing_service.go,upstream-only,yes,no,exact upstream
backend/internal/service/proxy_fallback.go,upstream-only,yes,no,exact upstream
backend/internal/service/proxy_fallback_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/ratelimit_service.go,upstream-only,yes,no,exact upstream
backend/internal/service/ratelimit_service_401_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/ratelimit_service_403_html_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/ratelimit_service_model_not_found_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/ratelimit_service_ollama_429_test.go,fork-only,no,yes,retained fork
backend/internal/service/reasoning_effort_billing_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/redeem_service.go,overlap,yes,no,exact upstream
backend/internal/service/redeem_subscription_reduction_lock_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/redeem_subscription_reduction_remainder_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/request_log_retention_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/setting_claude_code_version_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/setting_frame_src_test.go,fork-only,no,yes,retained fork
backend/internal/service/setting_gateway_runtime.go,upstream-only,yes,no,exact upstream
backend/internal/service/setting_parse.go,upstream-only,yes,no,exact upstream
backend/internal/service/setting_public.go,fork-only,no,yes,retained fork
backend/internal/service/setting_service.go,overlap,no,no,adapted custom integration
backend/internal/service/setting_service_update_test.go,upstream-only,yes,no,exact upstream
backend/internal/service/setting_update.go,upstream-only,yes,no,exact upstream
backend/internal/service/setting_welfare.go,fork-only,no,yes,retained fork
backend/internal/service/setting_welfare_test.go,fork-only,no,yes,retained fork
backend/internal/service/settings_view.go,overlap,no,no,adapted custom integration
backend/internal/service/subscription_admission.go,fork-only,no,yes,retained fork
backend/internal/service/subscription_admission_review3_test.go,fork-only,no,yes,retained fork
backend/internal/service/subscription_bulk_reset_postmerge_test.go,fork-only,no,yes,retained fork
backend/internal/service/subscription_daily_reset.go,fork-only,no,yes,retained fork
backend/internal/service/subscription_daily_reset_provider_test.go,integration-only,no,no,adapted custom integration
backend/internal/service/subscription_daily_reset_scanner_test.go,fork-only,no,yes,retained fork
backend/internal/service/subscription_daily_reset_service.go,fork-only,no,yes,retained fork
backend/internal/service/subscription_daily_reset_service_test.go,fork-only,no,yes,retained fork
backend/internal/service/subscription_daily_reset_test.go,fork-only,no,yes,retained fork
backend/internal/service/subscription_group_reset_postmerge_test.go,fork-only,no,yes,retained fork
backend/internal/service/subscription_renewal_lock_test.go,fork-only,no,yes,retained fork
backend/internal/service/subscription_service.go,fork-only,no,yes,retained fork
backend/internal/service/upstream_models.go,upstream-only,yes,no,exact upstream
backend/internal/service/upstream_response_model.go,upstream-only,yes,no,exact upstream
backend/internal/service/usage_service.go,fork-only,no,yes,retained fork
backend/internal/service/user_subscription.go,fork-only,no,yes,retained fork
backend/internal/service/welfare.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_auth_cache_test.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_balance_contention_test.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_balance_outbox.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_balance_outbox_test.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_balance_refill_test.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_billing_guard_test.go,fork-only,no,no,adapted custom integration
backend/internal/service/welfare_operation_lookup.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_payment.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_public_contract_test.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_rewards.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_rewards_distribution_test.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_service.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_subscription_draws_test.go,fork-only,no,yes,retained fork
backend/internal/service/welfare_test.go,fork-only,no,yes,retained fork
backend/internal/service/wire.go,overlap,no,no,adapted custom integration
backend/internal/web/embed_test.go,fork-only,no,yes,retained fork
backend/internal/web/embed_welfare_test.go,fork-only,no,yes,retained fork
backend/migrations/235_subscription_daily_reset.sql,fork-only,no,yes,retained fork
backend/migrations/238b_content_moderation_engine_meta.sql,upstream-only,yes,no,exact upstream
backend/migrations/239_channel_reasoning_effort_multipliers.sql,upstream-only,yes,no,exact upstream
backend/migrations/239_welfare_center.sql,fork-only,no,yes,retained fork
backend/migrations/240_affiliate_ledger_operation_id.sql,upstream-only,yes,no,exact upstream
backend/migrations/240_welfare_subscription_rewards.sql,fork-only,no,yes,retained fork
backend/migrations/channel_reasoning_effort_multipliers_migration_test.go,upstream-only,yes,no,exact upstream
backend/migrations/content_moderation_engine_meta_test.go,upstream-only,yes,no,exact upstream
backend/pkg/pluginapi/v1/plugin.pb.go,upstream-only,yes,no,exact upstream
backend/pkg/pluginapi/v1/plugin.proto,upstream-only,yes,no,exact upstream
backend/pkg/pluginapi/v1/plugin_grpc.pb.go,upstream-only,yes,no,exact upstream
backend/pkg/pluginapi/v1/runtime.go,upstream-only,yes,no,exact upstream
backend/resources/model-pricing/model_prices_and_context_window.json,upstream-only,yes,no,exact upstream
deploy/.env.example,upstream-only,yes,no,exact upstream
deploy/CUSTOM_IMAGE_0.2.7-r5.md,fork-only,no,yes,retained fork
deploy/CUSTOM_IMAGE_0.2.7-r6.md,fork-only,no,yes,retained fork
deploy/CUSTOM_IMAGE_0.2.7-r7.md,fork-only,no,yes,retained fork
deploy/CUSTOM_IMAGE_0.2.7-r8.md,fork-only,no,yes,retained fork
deploy/config.example.yaml,upstream-only,yes,no,exact upstream
deploy/docker-compose.dev.yml,upstream-only,yes,no,exact upstream
deploy/docker-compose.local.yml,upstream-only,yes,no,exact upstream
deploy/docker-compose.standalone.yml,upstream-only,yes,no,exact upstream
deploy/docker-compose.yml,upstream-only,yes,no,exact upstream
deploy/tests/docker-compose-simple-mode-env-test.sh,upstream-only,yes,no,exact upstream
docs/ANTIGRAVITY_ATTRIBUTION_429.md,upstream-only,yes,no,exact upstream
docs/CHANGE_SUMMARY_2026-09-17.md,fork-only,no,yes,retained fork
docs/DOCKER_COMPOSE_CUSTOM_UPGRADE_2026-09-17.md,fork-only,no,yes,retained fork
docs/GITHUB_DOCKER_COMPOSE_SWITCH.md,fork-only,no,yes,retained fork
docs/MONTHLY_SUBSCRIPTION_DAILY_RESET.md,fork-only,no,yes,retained fork
docs/POST_MERGE_REVIEW_2026-09-17.md,fork-only,no,yes,retained fork
docs/REVIEW3_2026-09-17.md,fork-only,no,yes,retained fork
docs/SUBSCRIPTION_PURCHASE_DRAWS.md,fork-only,no,yes,retained fork
docs/UPSTREAM_MERGE_2026-09-17.md,fork-only,no,yes,retained fork
docs/UPSTREAM_MERGE_V0.2.7_2026-09-20.md,fork-only,no,yes,retained fork
docs/UPSTREAM_MERGE_V0.2.8_2026-09-24.md,integration-only,no,no,adapted custom integration
docs/WELFARE_CENTER.md,fork-only,no,yes,retained fork
docs/WELFARE_CENTER_VERIFICATION_2026-09-19.md,fork-only,no,yes,retained fork
docs/screenshots/reasoning-effort-pricing.png,upstream-only,yes,no,exact upstream
docs/superpowers/plans/2026-09-06-monthly-subscription-reset.md,fork-only,no,yes,retained fork
docs/superpowers/plans/2026-09-17-upstream-merge.md,fork-only,no,yes,retained fork
docs/superpowers/plans/2026-09-18-welfare-center.md,fork-only,no,yes,retained fork
docs/superpowers/plans/2026-09-20-subscription-welfare.md,fork-only,no,yes,retained fork
docs/superpowers/plans/2026-09-24-upstream-v028.md,integration-only,no,no,adapted custom integration
docs/superpowers/specs/2026-09-06-monthly-subscription-reset-design.md,fork-only,no,yes,retained fork
docs/superpowers/specs/2026-09-06-monthly-subscription-reset-tests.md,fork-only,no,yes,retained fork
docs/superpowers/specs/2026-09-18-welfare-center-design.md,fork-only,no,yes,retained fork
docs/superpowers/specs/2026-09-18-welfare-reward-algorithms.md,fork-only,no,yes,retained fork
docs/superpowers/specs/2026-09-19-welfare-reward-v2-proposal.md,fork-only,no,yes,retained fork
docs/superpowers/specs/2026-09-20-subscription-welfare.md,fork-only,no,yes,retained fork
docs/upstream-v0.2.8-file-comparison.csv,integration-only,no,no,adapted custom integration
frontend/src/App.vue,fork-only,no,yes,retained fork
frontend/src/__tests__/App.subscriptionIdentity.spec.ts,fork-only,no,yes,retained fork
frontend/src/api/__tests__/admin.accounts.opencodeGoUsage.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/api/__tests__/auth.logoutIdentity.spec.ts,fork-only,no,yes,retained fork
frontend/src/api/__tests__/client.authSession.spec.ts,fork-only,no,yes,retained fork
frontend/src/api/__tests__/client.retryAfter.spec.ts,fork-only,no,yes,retained fork
frontend/src/api/__tests__/client.spec.ts,overlap,no,no,adapted custom integration
frontend/src/api/__tests__/subscriptions.dailyReset.spec.ts,fork-only,no,yes,retained fork
frontend/src/api/__tests__/welfare.spec.ts,fork-only,no,yes,retained fork
frontend/src/api/admin/accounts.ts,upstream-only,yes,no,exact upstream
frontend/src/api/admin/affiliates.ts,upstream-only,yes,no,exact upstream
frontend/src/api/admin/backup.ts,upstream-only,yes,no,exact upstream
frontend/src/api/admin/channels.ts,upstream-only,yes,no,exact upstream
frontend/src/api/admin/ops.ts,upstream-only,yes,no,exact upstream
frontend/src/api/admin/riskControl.ts,upstream-only,yes,no,exact upstream
frontend/src/api/admin/settings.ts,upstream-only,yes,no,exact upstream
frontend/src/api/admin/users.ts,upstream-only,yes,no,exact upstream
frontend/src/api/admin/welfare.ts,fork-only,no,yes,retained fork
frontend/src/api/auth.ts,fork-only,no,yes,retained fork
frontend/src/api/authSession.ts,fork-only,no,yes,retained fork
frontend/src/api/channels.ts,upstream-only,yes,no,exact upstream
frontend/src/api/client.ts,overlap,no,no,adapted custom integration
frontend/src/api/subscriptions.ts,fork-only,no,yes,retained fork
frontend/src/api/tokenRefresh.ts,fork-only,no,yes,retained fork
frontend/src/api/welfare.ts,fork-only,no,yes,retained fork
frontend/src/components/account/AccountStatusIndicator.vue,upstream-only,yes,no,exact upstream
frontend/src/components/account/AccountUsageCell.vue,upstream-only,yes,no,exact upstream
frontend/src/components/account/EditAccountModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/account/OpenAIQuotaResetCell.vue,upstream-only,yes,no,exact upstream
frontend/src/components/account/OpenAIReferralCell.vue,upstream-only,yes,no,exact upstream
frontend/src/components/account/OpenCodeGoUsageCell.vue,upstream-only,yes,no,exact upstream
frontend/src/components/account/TempUnschedStatusModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/account/__tests__/AccountUsageCell.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/account/__tests__/OpenAIQuotaResetCell.spark_shadow.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/account/__tests__/OpenAIReferralCell.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/account/__tests__/OpenAIReferralCell.transport.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/account/__tests__/OpenCodeGoUsageCell.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/account/__tests__/TempUnschedStatusModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/AdminComplianceDialog.vue,fork-only,no,yes,retained fork
frontend/src/components/admin/BackupArchiveSettings.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/channel/IntervalRow.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/channel/ModelTagInput.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/channel/PricingEntryCard.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/channel/__tests__/IntervalRow.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/channel/__tests__/ModelTagInput.keyboard.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/channel/__tests__/PricingEntryCard.timePricing.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/channel/__tests__/types.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/channel/types.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/group/GroupRPMOverridesModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/group/GroupRateMultipliersModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/group/__tests__/GroupRPMOverridesModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/group/__tests__/GroupRateMultipliersModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/monitor/MonitorTemplateApplyPickerDialog.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/monitor/__tests__/MonitorTemplateApplyPickerDialog.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/GroupReplaceModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/UserAllowedGroupsModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/UserApiKeysModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/UserBalanceHistoryModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/UserBalanceModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/UserPlatformQuotaModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/__tests__/GroupReplaceModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/__tests__/UserAllowedGroupsModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/__tests__/UserApiKeysModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/__tests__/UserBalanceHistoryModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/__tests__/UserBalanceModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/admin/user/__tests__/UserPlatformQuotaModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/channels/SupportedModelChip.vue,upstream-only,yes,no,exact upstream
frontend/src/components/channels/__tests__/SupportedModelChip.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/common/AnnouncementBell.vue,fork-only,no,yes,retained fork
frontend/src/components/common/BaseDialog.vue,overlap,no,no,adapted custom integration
frontend/src/components/common/DateRangePicker.vue,upstream-only,yes,no,exact upstream
frontend/src/components/common/ImageUpload.vue,upstream-only,yes,no,exact upstream
frontend/src/components/common/SearchInput.vue,upstream-only,yes,no,exact upstream
frontend/src/components/common/Select.vue,upstream-only,yes,no,exact upstream
frontend/src/components/common/SubscriptionProgressMini.vue,upstream-only,yes,no,exact upstream
frontend/src/components/common/VersionBadge.vue,fork-only,no,yes,retained fork
frontend/src/components/common/__tests__/BaseDialog.scrollLock.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/common/__tests__/BaseDialog.spec.ts,fork-only,no,no,adapted custom integration
frontend/src/components/common/__tests__/DateRangePicker.dismiss.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/common/__tests__/DateRangePicker.midnight.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/common/__tests__/ImageUpload.readOrder.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/common/__tests__/SearchInput.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/common/__tests__/Select.keyboard.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/common/__tests__/Select.searchHighlight.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/common/__tests__/SubscriptionProgressMini.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/common/__tests__/identityCallbacks.spec.ts,fork-only,no,yes,retained fork
frontend/src/components/keys/UseKeyModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/keys/__tests__/UseKeyModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/layout/AppSidebar.vue,fork-only,no,yes,retained fork
frontend/src/components/layout/__tests__/AppSidebar.spec.ts,fork-only,no,yes,retained fork
frontend/src/components/modelPlaza/PlazaModelPricingTable.vue,upstream-only,yes,no,exact upstream
frontend/src/components/modelPlaza/__tests__/PlazaModelPricingTable.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/payment/PaymentProviderDialog.vue,upstream-only,yes,no,exact upstream
frontend/src/components/payment/__tests__/PaymentProviderDialog.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/user/MonitorDetailDialog.vue,upstream-only,yes,no,exact upstream
frontend/src/components/user/UserAttributeForm.vue,upstream-only,yes,no,exact upstream
frontend/src/components/user/UserAttributesConfigModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/user/UserErrorDetailModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/user/__tests__/MonitorDetailDialog.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/user/__tests__/UserAttributeForm.race.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/user/__tests__/UserAttributeForm.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/user/__tests__/UserAttributesConfigModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/user/__tests__/UserErrorDetailModal.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/user/profile/ProfileInfoCard.vue,upstream-only,yes,no,exact upstream
frontend/src/components/user/profile/TotpDisableDialog.vue,upstream-only,yes,no,exact upstream
frontend/src/components/user/profile/TotpSetupModal.vue,upstream-only,yes,no,exact upstream
frontend/src/components/user/profile/__tests__/ProfileInfoCard.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/user/profile/__tests__/totp-timer-cleanup.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/components/welfare/WelfareCalendar.vue,fork-only,no,yes,retained fork
frontend/src/components/welfare/WelfareLottery.vue,fork-only,no,yes,retained fork
frontend/src/components/welfare/WelfareRecords.vue,fork-only,no,yes,retained fork
frontend/src/components/welfare/WelfareRedemption.vue,fork-only,no,yes,retained fork
frontend/src/components/welfare/__tests__/WelfareRedemption.spec.ts,fork-only,no,yes,retained fork
frontend/src/components/welfare/welfare.css,fork-only,no,yes,retained fork
frontend/src/composables/__tests__/antigravityMappings.retry.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/composables/__tests__/useModelWhitelist.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/composables/__tests__/useWelfare.spec.ts,fork-only,no,yes,retained fork
frontend/src/composables/useAutoRefresh.ts,upstream-only,yes,no,exact upstream
frontend/src/composables/useModelWhitelist.ts,upstream-only,yes,no,exact upstream
frontend/src/composables/useWelfare.ts,fork-only,no,yes,retained fork
frontend/src/constants/channel.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/__tests__/subscriptionDailyResetLocales.spec.ts,fork-only,no,yes,retained fork
frontend/src/i18n/locales/en/admin/accounts.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/locales/en/admin/channels.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/locales/en/admin/ops.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/locales/en/admin/overview.ts,overlap,no,no,adapted custom integration
frontend/src/i18n/locales/en/admin/settings.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/locales/en/dashboard.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/locales/en/index.ts,fork-only,no,yes,retained fork
frontend/src/i18n/locales/en/misc.ts,fork-only,no,yes,retained fork
frontend/src/i18n/locales/en/welfare.ts,fork-only,no,yes,retained fork
frontend/src/i18n/locales/zh/admin/accounts.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/locales/zh/admin/channels.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/locales/zh/admin/ops.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/locales/zh/admin/overview.ts,overlap,no,no,adapted custom integration
frontend/src/i18n/locales/zh/admin/settings.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/locales/zh/common.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/locales/zh/dashboard.ts,upstream-only,yes,no,exact upstream
frontend/src/i18n/locales/zh/index.ts,fork-only,no,yes,retained fork
frontend/src/i18n/locales/zh/misc.ts,fork-only,no,yes,retained fork
frontend/src/i18n/locales/zh/welfare.ts,fork-only,no,yes,retained fork
frontend/src/router/__tests__/feature-access.spec.ts,fork-only,no,yes,retained fork
frontend/src/router/index.ts,fork-only,no,yes,retained fork
frontend/src/router/meta.d.ts,fork-only,no,yes,retained fork
frontend/src/stores/__tests__/adminCompliance.identity.spec.ts,fork-only,no,yes,retained fork
frontend/src/stores/__tests__/adminSettings.retry.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/stores/__tests__/announcements.fetch.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/stores/__tests__/announcements.identity.spec.ts,fork-only,no,no,adapted custom integration
frontend/src/stores/__tests__/announcements.markAll.spec.ts,fork-only,no,yes,retained fork
frontend/src/stores/__tests__/subscriptionDailyReset.spec.ts,fork-only,no,yes,retained fork
frontend/src/stores/adminCompliance.ts,fork-only,no,yes,retained fork
frontend/src/stores/adminSettings.ts,upstream-only,yes,no,exact upstream
frontend/src/stores/announcements.ts,overlap,no,no,adapted custom integration
frontend/src/stores/auth.ts,fork-only,no,yes,retained fork
frontend/src/stores/subscriptions.ts,fork-only,no,yes,retained fork
frontend/src/types/index.ts,overlap,no,no,adapted custom integration
frontend/src/types/openaiReferrals.ts,upstream-only,yes,no,exact upstream
frontend/src/types/welfare.ts,fork-only,no,yes,retained fork
frontend/src/utils/__tests__/ccswitchImport.antigravityUrl.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/utils/__tests__/ccswitchImport.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/utils/__tests__/proxyExpiry.boundary.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/utils/__tests__/subscriptionQuota.spec.ts,fork-only,no,yes,retained fork
frontend/src/utils/__tests__/welfareError.spec.ts,fork-only,no,yes,retained fork
frontend/src/utils/__tests__/welfareMoney.spec.ts,fork-only,no,yes,retained fork
frontend/src/utils/ccswitchImport.ts,upstream-only,yes,no,exact upstream
frontend/src/utils/featureFlags.ts,fork-only,no,yes,retained fork
frontend/src/utils/proxyExpiry.ts,upstream-only,yes,no,exact upstream
frontend/src/utils/subscriptionQuota.ts,fork-only,no,yes,retained fork
frontend/src/utils/welfareError.ts,fork-only,no,yes,retained fork
frontend/src/utils/welfareMoney.ts,fork-only,no,yes,retained fork
frontend/src/utils/welfareSession.ts,fork-only,no,yes,retained fork
frontend/src/views/admin/BackupView.vue,upstream-only,yes,no,exact upstream
frontend/src/views/admin/ChannelsView.vue,upstream-only,yes,no,exact upstream
frontend/src/views/admin/GroupsView.vue,overlap,no,no,adapted custom integration
frontend/src/views/admin/RiskControlView.vue,upstream-only,yes,no,exact upstream
frontend/src/views/admin/SettingsView.vue,upstream-only,yes,no,exact upstream
frontend/src/views/admin/UsersView.vue,upstream-only,yes,no,exact upstream
frontend/src/views/admin/WelfareSettingsView.vue,fork-only,no,yes,retained fork
frontend/src/views/admin/__tests__/BackupView.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/views/admin/__tests__/ChannelMonitorView.grok.spec.ts,fork-only,no,yes,retained fork
frontend/src/views/admin/__tests__/GroupsView.codexManifest.spec.ts,overlap,no,yes,retained fork
frontend/src/views/admin/__tests__/GroupsView.duplicate.spec.ts,overlap,no,no,adapted custom integration
frontend/src/views/admin/__tests__/RiskControlView.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/views/admin/__tests__/SettingsView.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/views/admin/__tests__/UsersView.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/views/admin/__tests__/WelfareSettingsView.spec.ts,fork-only,no,yes,retained fork
frontend/src/views/admin/affiliates/AdminAffiliateRecordsTable.vue,upstream-only,yes,no,exact upstream
frontend/src/views/admin/affiliates/AffiliateOfflineWithdrawDialog.vue,upstream-only,yes,no,exact upstream
frontend/src/views/admin/affiliates/__tests__/AdminAffiliateRecordsTable.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/views/admin/affiliates/__tests__/AffiliateOfflineWithdrawDialog.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/views/admin/affiliates/__tests__/affiliateWithdrawOperation.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/views/admin/affiliates/affiliateWithdrawOperation.ts,upstream-only,yes,no,exact upstream
frontend/src/views/admin/ops/components/LogRetentionSelect.vue,upstream-only,yes,no,exact upstream
frontend/src/views/admin/ops/components/OpsSystemLogTable.vue,upstream-only,yes,no,exact upstream
frontend/src/views/admin/ops/components/__tests__/OpsSystemLogTable.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/views/user/ChannelStatusV1View.vue,upstream-only,yes,no,exact upstream
frontend/src/views/user/SubscriptionsView.vue,fork-only,no,yes,retained fork
frontend/src/views/user/UsageView.vue,upstream-only,yes,no,exact upstream
frontend/src/views/user/WelfareView.vue,fork-only,no,yes,retained fork
frontend/src/views/user/__tests__/ChannelStatusV1View.refresh.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/views/user/__tests__/SubscriptionsView.spec.ts,fork-only,no,yes,retained fork
frontend/src/views/user/__tests__/UsageView.spec.ts,upstream-only,yes,no,exact upstream
frontend/src/views/user/__tests__/WelfareView.spec.ts,fork-only,no,yes,retained fork
